"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-06","0.00","P,,0,0800","0.0","P,,0","81",",,0","64",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-07","0.20",",,0,0800","0.0","P,,0","83",",,0","70",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-08","0.23",",,0,0800","0.0","P,,0","85",",,0","68",",,0","76",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-09","0.48",",,0,0800","0.0","P,,0","88",",,0","72",",,0","76",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-10","0.16",",,0,0800","0.0","P,,0","88",",,0","68",",,0","77",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-11","0.00","P,,0,0800","0.0","P,,0","87",",,0","73",",,0","79",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-12","0.00","P,,0,0800","0.0","P,,0","91",",,0","71",",,0","79",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-13","0.00","P,,0,0800","0.0","P,,0","90",",,0","72",",,0","80",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-14","0.00","T,,0,0800","0.0","P,,0","90",",,0","69",",,0","75",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-15","0.25",",,0,0800","0.0","P,,0","78",",,0","56",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-16","0.06",",,0,0800","0.0","P,,0","70",",,0","51",",,0","61",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-17","0.00","P,,0,0800","0.0","P,,0","74",",,0","55",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-18","0.00","P,,0,0800","0.0","P,,0","82",",,0","61",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-19","0.00","P,,0,0800","0.0","P,,0","88",",,0","66",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-20","0.85",",,0,0800","0.0","P,,0","82",",,0","70",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-21","0.00","P,,0,0800","0.0","P,,0","88",",,0","65",",,0","76",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-22","0.00","P,,0,0800","0.0","P,,0","87",",,0","71",",,0","75",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-23","0.00","P,,0,0800","0.0","P,,0","88",",,0","66",",,0","78",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-24","0.00","P,,0,0800","0.0","P,,0","91",",,0","72",",,0","79",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-25","0.02",",,0,0800","0.0","P,,0","90",",,0","70",",,0","76",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-26","0.11",",,0,0800","0.0","P,,0","87",",,0","69",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-27","0.08",",,0,0800","0.0","P,,0","83",",,0","56",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-28","0.00","P,,0,0800","0.0","P,,0","79",",,0","60",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-29","0.00","P,,0,0800","0.0","P,,0","76",",,0","55",",,0","63",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-30","0.07",",,0,0800","0.0","P,,0","81",",,0","63",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-07-31","1.02",",,0,0800","0.0","P,,0","82",",,0","58",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-01","0.00","P,,0,0800","0.0","P,,0","76",",,0","53",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-02","0.01",",,0,0800","0.0","P,,0","80",",,0","62",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-03","0.27",",,0,0800","0.0","P,,0","77",",,0","65",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-04","0.00","P,,0,0800","0.0","P,,0","83",",,0","64",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-05","0.08",",,0,0800","0.0","P,,0","87",",,0","62",",,0","63",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-06","0.00","P,,0,0800","0.0","P,,0","66",",,0","60",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-07","0.00","P,,0,0800","0.0","P,,0","76",",,0","59",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-08","0.00","P,,0,0800","0.0","P,,0","82",",,0","67",",,0","69",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-09","0.00","P,,0,0800","0.0","P,,0","77",",,0","61",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-10","1.06",",,0,0800","0.0","P,,0","70",",,0","60",",,0","63",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-11","0.00","P,,0,0800","0.0","P,,0","76",",,0","62",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-12","0.00","P,,0,0800","0.0","P,,0","72",",,0","49",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-13","0.00","P,,0,0800","0.0","P,,0","80",",,0","56",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-14","0.00","P,,0,0800","0.0","P,,0","83",",,0","67",",,0","69",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-15","0.00","P,,0,0800","0.0","P,,0","86",",,0","67",",,0","72",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-16","0.00","P,,0,0800","0.0","P,,0","89",",,0","71",",,0","75",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-17","0.00","P,,0,0800","0.0","P,,0","91",",,0","73",",,0","77",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-18","0.59",",,0,0800","0.0","P,,0","92",",,0","66",",,0","72",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-19","0.00","P,,0,0800","0.0","P,,0","80",",,0","64",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-20","0.17",",,0,0800","0.0","P,,0","80",",,0","61",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-21","0.00","P,,0,0800","0.0","P,,0","75",",,0","59",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-22","0.17",",,0,0800","0.0","P,,0","80",",,0","66",",,0","69",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-23","0.05",",,0,0800","0.0","P,,0","82",",,0","55",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-24","0.00","P,,0,0800","0.0","P,,0","68",",,0","51",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-25","0.00","P,,0,0800","0.0","P,,0","68",",,0","52",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-26","0.00","P,,0,0800","0.0","P,,0","72",",,0","55",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-27","0.51",",,0,0800","0.0","P,,0","70",",,0","56",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-28","0.28",",,0,0800","0.0","P,,0","59",",,0","55",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-29","0.25",",,0,0800","0.0","P,,0","63",",,0","55",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-30","0.01",",,0,0800","0.0","P,,0","69",",,0","55",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-08-31","0.00","P,,0,0800","0.0","P,,0","77",",,0","60",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-01","0.04",",,0,0800","0.0","P,,0","74",",,0","51",",,0","53",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-02","0.07",",,0,0800","0.0","P,,0","63",",,0","53",",,0","54",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-03","0.24",",,0,0800","0.0","P,,0","63",",,0","47",",,0","54",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-04","0.00","P,,0,0800","0.0","P,,0","66",",,0","42",",,0","52",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-05","0.00","P,,0,0800","0.0","P,,0","74",",,0","52",",,0","61",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-06","0.00","P,,0,0800","0.0","P,,0","74",",,0","61",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-07","0.19",",,0,0800","0.0","P,,0","74",",,0","64",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-08","0.09",",,0,0800","0.0","P,,0","75",",,0","65",",,0","68",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-09","0.20",",,0,0800","0.0","P,,0","73",",,0","65",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-10","0.00","P,,0,0800","0.0","P,,0","77",",,0","59",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-11","0.00","T,,0,0800","0.0","P,,0","75",",,0","54",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-12","0.25",",,0,0800","0.0","P,,0","78",",,0","60",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-13","1.20",",,0,0800","0.0","P,,0","72",",,0","66",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-14","0.02",",,0,0800","0.0","P,,0","78",",,0","55",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-15","0.00","P,,0,0800","0.0","P,,0","71",",,0","51",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-16","0.04",",,0,0800","0.0","P,,0","69",",,0","50",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-17","0.37",",,0,0800","0.0","P,,0","76",",,0","56",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-18","0.10",",,0,0800","0.0","P,,0","66",",,0","61",",,0","63",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-19","0.75",",,0,0800","0.0","P,,0","64",",,0","56",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-20","0.15",",,0,0800","0.0","P,,0","61",",,0","57",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-21","0.02",",,0,0800","0.0","P,,0","63",",,0","53",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-22","0.05",",,0,0800","0.0","P,,0","72",",,0","51",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-23","0.04",",,0,0800","0.0","P,,0","63",",,0","51",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-24","0.00","T,,0,0800","0.0","P,,0","68",",,0","54",",,0","54",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-25","0.09",",,0,0800","0.0","P,,0","62",",,0","46",",,0","47",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-26","0.01",",,0,0800","0.0","P,,0","60",",,0","43",",,0","50",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-27","0.00","P,,0,0800","0.0","P,,0","60",",,0","47",",,0","53",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-28","0.09",",,0,0800","0.0","P,,0","74",",,0","53",",,0","61",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-29","0.00","P,,0,0800","0.0","P,,0","83",",,0","61",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-09-30","0.81",",,0,0800","0.0","P,,0","78",",,0","58",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-01","0.47",",,0,0800","0.0","P,,0","67",",,0","46",",,0","47",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-02","0.02",",,0,0800","0.0","P,,0","67",",,0","45",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-03","0.14",",,0,0800","0.0","P,,0","65",",,0","41",",,0","41",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-04","0.16",",,0,0800","0.0","P,,0","47",",,0","36",",,0","37",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-05","0.00","P,,0,0800","0.0","P,,0","53",",,0","36",",,0","52",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-06","0.00","P,,0,0800","0.0","P,,0","70",",,0","52",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-07","0.13",",,0,0800","0.0","P,,0","64",",,0","52",",,0","53",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-08","0.01",",,0,0800","0.0","P,,0","55",",,0","44",",,0","44",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-09","0.00","T,,0,0800","0.0","P,,0","50",",,0","34",",,0","41",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-10","0.00","P,,0,0800","0.0","P,,0","56",",,0","38",",,0","48",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-11","0.32",",,0,0800","0.0","P,,0","52",",,0","34",",,0","35",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-12","0.03",",,0,0800","0.0","P,,0","42",",,0","32",",,0","39",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-13","0.00","T,,0,0800","0.0","P,,0","50",",,0","34",",,0","38",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-14","0.00","P,,0,0800","0.0","P,,0","55",",,0","34",",,0","43",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-15","0.00","P,,0,0800","0.0","P,,0","61",",,0","39",",,0","45",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-16","0.00","P,,0,0800","0.0","P,,0","68",",,0","42",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-17","0.00","P,,0,0800","0.0","P,,0","72",",,0","49",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-18","0.00","T,,0,0800","0.0","P,,0","68",",,0","49",",,0","51",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-19","0.00","T,,0,0800","0.0","P,,0","55",",,0","38",",,0","44",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-20","0.00","P,,0,0800","0.0","P,,0","67",",,0","44",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-21","0.03",",,0,0800","0.0","P,,0","61",",,0","41",",,0","41",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-22","0.10",",,0,0800","0.0","P,,0","45",",,0","36",",,0","39",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-23","0.16",",,0,0800","0.0","P,,0","50",",,0","38",",,0","43",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-24","0.01",",,0,0800","0.0","P,,0","58",",,0","37",",,0","40",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-25","0.20",",,0,0800","0.0","P,,0","64",",,0","40",",,0","41",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-26","0.00","P,,0,0800","0.0","P,,0","47",",,0","29",",,0","33",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-27","0.00","P,,0,0800","0.0","P,,0","55",",,0","29",",,0","48",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-28","0.27",",,0,0800","0.0","P,,0","53",",,0","41",",,0","42",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-29","0.00","T,,0,0800","0.0","P,,0","51",",,0","31",",,0","40",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-30","0.02",",,0,0800","0.0","P,,0","45",",,0","34",",,0","42",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-10-31","0.00","P,,0,0800","0.0","P,,0","55",",,0","43",",,0","44",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-01","0.00","T,,0,0800","0.0","P,,0","54",",,0","34",",,0","42",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-02","0.00","P,,0,0800","0.0","P,,0","55",",,0","33",",,0","39",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-03","0.01",",,0,0800","0.0","P,,0","65",",,0","39",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-04","0.01",",,0,0800","0.0","P,,0","70",",,0","39",",,0","68",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-05","0.05",",,0,0800","0.0","P,,0","72",",,0","45",",,0","45",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-06","0.07",",,0,0800","0.0","P,,0","50",",,0","26",",,0","27",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-07","0.00","P,,0,0800","0.0","P,,0","40",",,0","27",",,0","36",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-08","0.03",",,0,0800","0.0","P,,0","49",",,0","34",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-09","0.22",",,0,0800","0.0","P,,0","62",",,0","43",",,0","43",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-10","0.01",",,0,0800","0.0","P,,0","43",",,0","29",",,0","29",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-11","0.00","P,,0,0800","0.0","P,,0","31",",,0","26",",,0","28",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-12","0.00","T,,0,0800","0.0","P,,0","37",",,0","27",",,0","36",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-13","0.01",",,0,0800","0.0","P,,0","44",",,0","36",",,0","44",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-14","0.02",",,0,0800","0.0","P,,0","59",",,0","43",",,0","48",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-15","0.00","P,,0,0800","0.0","P,,0","52",",,0","30",",,0","37",",I,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-16","0.00","P,,0,0800","0.0","P,,0","54",",,0","42",",I,0","48",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-17","0.00","T,,0,0800","0.0","P,,0","58",",,0","48",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-18","0.13",",,0,0800","0.0","P,,0","64",",,0","50",",,0","50",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-19","0.00","T,,0,0800","0.0","P,,0","52",",,0","34",",,0","39",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-20","0.03",",,0,0800","0.0","P,,0","50",",,0","31",",,0","32",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-21","0.01",",,0,0800","0.0","P,,0","38",",,0","11",",,0","11",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-22","0.02",",,0,0800",,,"21",",,0","11",",,0","20",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-23","0.00","P,,0,0800","0.0","P,,0","39",",,0","20",",,0","39",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-24","0.00","P,,0,0800","0.0","P,,0","54",",,0","20",",,0","50",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-25","0.07",",,0,0800","0.0","P,,0","50",",,0","39",",,0","40",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-26","0.14",",,0,0800","0.0","P,,0","57",",,0","35",",,0","35",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-27","0.00","T,,0,0800","0.0","P,,0","35",",,0","28",",,0","30",",I,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-28","0.00","P,,0,0800","0.0","P,,0","39",",,0","33",",I,0","38",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-29","0.07",",,0,0800","0.0","P,,0","46",",,0","38",",,0","44",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-11-30","0.90",",,0,0800","0.0","P,,0","48",",,0","40",",,0","41",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-01","0.01",",,0,0800",,,"45",",,0","36",",,0","39",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-02","0.02",",,0,0800",,,"40",",,0","28",",,0","28",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-03","0.01",",,0,0800",,,"40",",,0","28",",,0","31",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-04","0.10",",,0,0800",,,"36",",,0","31",",,0","31",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-05","0.05",",,0,0800",,,"33",",,0","26",",,0","27",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-06","0.01",",,0,0800",,,"31",",,0","27",",,0","29",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-07","0.00","P,,0,0800",,,"35",",,0","24",",,0","26",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-08","0.00","P,,0,0800",,,"38",",,0","26",",,0","38",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-09","0.00","P,,0,0800",,,"52",",,0","38",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-10","0.07",",,0,0800",,,"55",",,0","43",",,0","44",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-11","0.00","P,,0,0800",,,"45",",,0","36",",,0","41",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-12","0.01",",,0,0800",,,"45",",,0","37",",,0","41",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-13","0.07",",,0,0800",,,"50",",,0","33",",,0","34",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-14","0.00","P,,0,0800",,,"39",",,0","31",",,0","34",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-15","0.00","P,,0,0800",,,"39",",,0","31",",,0","35",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-16","0.23",",,0,0800",,,"41",",,0","32",",,0","33",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-17","0.15",",,0,0800",,,"41",",,0","27",",,0","27",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-18","0.02",",,0,0800",,,"29",",,0","22",",,0","24",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-19","0.00","P,,0,0800",,,"34",",,0","21",",,0","33",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-20","0.41",",,0,0800",,,"38",",,0","33",",,0","38",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-21","0.01",",,0,0800",,,"46",",,0","34",",,0","34",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-22","0.00","P,,0,0800",,,"39",",,0","32",",,0","33",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-23","0.00","T,,0,0800",,,"39",",,0","33",",,0","37",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-24","0.00","P,,0,0800",,,"42",",,0","29",",,0","34",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-25","0.03",",,0,0800",,,"54",",,0","34",",,0","53",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-26","0.02",",,0,0800",,,"53",",,0","31",",,0","32",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-27","0.00","P,,0,0800",,,"35",",,0","22",",,0","27",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-28","0.00","P,,0,0800",,,"38",",,0","24",",,0","24",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-29","0.30",",,0,0800",,,"27",",,0","20",",,0","20",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-30","0.15",",,0,0800",,,"22",",,0","4",",,0","4",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1987-12-31","0.00","P,,0,0800",,,"30",",,0","3",",,0","30",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1988-01-01","0.00","P,,0,0800",,,"43",",,0","30",",,0","30",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1988-01-02","0.00","T,,0,0800",,,"32",",,0","14",",,0","16",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1988-01-03","0.00","P,,0,0800",,,"28",",,0","16",",,0","19",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1988-01-04","0.00","P,,0,0800",,,"31",",,0","19",",,0","27",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1988-01-05","0.16",",,0,0800",,,"33",",,0","4",",,0","5",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1988-01-06","0.00","T,,0,0800",,,"12",",,0","4",",,0","8",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1988-01-07","0.02",",,0,0800",,,"17",",,0","4",",,0","6",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1988-01-08","0.00","T,,0,0800",,,"17",",,0","4",",,0","16",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1988-01-09","0.02",",,0,0800",,,"24",",,0","11",",,0","13",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1988-01-10","0.00","T,,0,0800",,,"25",",,0","11",",,0","14",",,0,0800"
